current_rank,ticker,name,sector,2026-07-17 13:00__close,2026-07-17 13:00__next_4h_return,2026-07-16 12:30__close,2026-07-16 12:30__next_4h_return,2026-07-14 12:30__close,2026-07-14 12:30__next_4h_return,2026-07-13 12:30__close,2026-07-13 12:30__next_4h_return,2026-07-10 12:30__close,2026-07-10 12:30__next_4h_return,2026-07-07 12:30__close,2026-07-07 12:30__next_4h_return,2026-07-06 12:30__close,2026-07-06 12:30__next_4h_return,2026-07-02 12:30__close,2026-07-02 12:30__next_4h_return,2026-07-01 12:30__close,2026-07-01 12:30__next_4h_return,2026-06-30 12:30__close,2026-06-30 12:30__next_4h_return,2026-06-29 12:30__close,2026-06-29 12:30__next_4h_return,2026-06-26 12:30__close,2026-06-26 12:30__next_4h_return,2026-06-25 12:30__close,2026-06-25 12:30__next_4h_return,2026-06-24 12:30__close,2026-06-24 12:30__next_4h_return,2026-06-23 12:30__close,2026-06-23 12:30__next_4h_return,2026-06-22 12:30__close,2026-06-22 12:30__next_4h_return,2026-06-18 12:30__close,2026-06-18 12:30__next_4h_return,2026-06-17 12:30__close,2026-06-17 12:30__next_4h_return,2026-06-16 12:30__close,2026-06-16 12:30__next_4h_return,2026-06-15 12:30__close,2026-06-15 12:30__next_4h_return,2026-06-12 12:30__close,2026-06-12 12:30__next_4h_return,2026-06-11 12:30__close,2026-06-11 12:30__next_4h_return,2026-06-10 12:30__close,2026-06-10 12:30__next_4h_return,2026-06-09 12:30__close,2026-06-09 12:30__next_4h_return,2026-06-08 12:30__close,2026-06-08 12:30__next_4h_return,2026-06-05 12:30__close,2026-06-05 12:30__next_4h_return,2026-06-03 12:30__close,2026-06-03 12:30__next_4h_return,2026-06-02 12:30__close,2026-06-02 12:30__next_4h_return,2026-06-01 12:30__close,2026-06-01 12:30__next_4h_return,2026-05-29 12:30__close,2026-05-29 12:30__next_4h_return
68,ORKA,ORUKA THERAPEUTICS INC,Health Care,92.699997,,83.080002,0.11579194,87.470001,-0.05018862,84.459999,0.03563820,86.809998,-0.02707060,84.500000,0.02733725,83.099998,0.01684720,85.209999,-0.02476236,93.279999,-0.08651372,95.230003,-0.02047678,92.589996,0.02851288,90.550003,0.02252891,86.980003,0.04104392,82.099998,0.05943977,83.510002,-0.01688425,85.470001,-0.02293201,72.440002,0.17987298,70.889999,0.02186490,67.739998,0.04650134,68.949997,-0.01754893,69.980003,-0.01471858,68.410004,0.02294985,64.040001,0.06823865,66.970001,-0.04375093,64.139999,0.04412226,60.119999,0.06686627,57.209999,0.05086523,55.270000,0.03510040,55.000000,0.00490909,58.439999,-0.05886378
69,HBAN,Huntington Bancshares,Financials,18.250000,,18.570000,-0.01723209,17.860001,0.03975358,17.924999,-0.00362611,17.865000,0.00335847,18.000500,-0.00752757,17.900000,0.00561453,17.870001,0.00167874,18.100000,-0.01270713,17.730000,0.02086858,17.799999,-0.00393253,17.805000,-0.00028088,17.910000,-0.00586265,17.559999,0.01993172,17.415001,0.00832604,17.065001,0.02050981,16.870001,0.01155898,16.855000,0.00089000,17.344999,-0.02825016,17.215000,0.00755150,17.525000,-0.01768902,17.205000,0.01859924,16.844999,0.02137139,16.820000,0.00148627,16.469999,0.02125082,16.514999,-0.00272480,15.930000,0.03672310,16.215000,-0.01757632,15.830000,0.02432091,16.360001,-0.03239615
70,SHOP,Shopify Inc. - Class A Subordinate Voting Shares,,123.559998,,125.110001,-0.01238912,125.660004,-0.00437691,124.769997,0.00713318,122.529999,0.01828122,121.870003,0.00541557,120.150002,0.01431545,119.519997,0.00527113,121.639999,-0.01742849,114.209999,0.06505560,114.209999,0.00000000,116.709999,-0.02142062,111.620003,0.04560111,114.120003,-0.02190676,107.629997,0.06029923,107.959999,-0.00305671,108.769997,-0.00744689,108.089996,0.00629106,113.230003,-0.04539439,112.410004,0.00729472,108.279900,0.03814285,110.459999,-0.01973655,108.150002,0.02135920,110.430000,-0.02064655,110.800003,-0.00333938,109.550003,0.01141031,112.970001,-0.03027351,116.980003,-0.03427938,124.129997,-0.05760086,118.800003,0.04486527
71,WBD,Warner Bros. Discovery,Communication Services,26.870001,,27.264999,-0.01448737,27.480000,-0.00782391,27.065001,0.01533342,26.610001,0.01709883,26.125000,0.01856463,26.139999,-0.00057379,26.455000,-0.01190705,26.799999,-0.01287310,26.620001,0.00676176,27.125000,-0.01861747,26.680000,0.01667916,26.969999,-0.01075265,27.219999,-0.00918442,26.879999,0.01264881,26.950001,-0.00259748,26.160000,0.03019881,26.215000,-0.00209804,26.594999,-0.01428836,26.805000,-0.00783440,26.975000,-0.00630213,26.840000,0.00502981,26.240000,0.02286585,26.555000,-0.01186217,26.469999,0.00321122,26.250000,0.00838091,27.025000,-0.02867715,27.165001,-0.00515373,27.240000,-0.00275327,27.004999,0.00870213
72,SIRI,SiriusXM Holdings Inc. - Common Stock,,30.590000,,31.205000,-0.01970838,30.405001,0.02631143,30.674999,-0.00880189,30.410000,0.00871421,30.719999,-0.01009111,30.730000,-0.00032545,30.510000,0.00721075,29.969999,0.01801805,29.525000,0.01507194,29.240000,0.00974692,28.309999,0.03285062,27.780001,0.01907840,27.900000,-0.00430104,28.094999,-0.00694070,27.930000,0.00590759,28.040001,-0.00392300,27.940001,0.00357910,27.865000,0.00269158,27.450001,0.01511836,27.530001,-0.00290592,27.580000,-0.00181287,27.600000,-0.00072464,27.590000,0.00036245,27.434999,0.00564975,27.004999,0.01592298,28.090000,-0.03862588,28.770000,-0.02363573,29.040001,-0.00929755,29.504999,-0.01575997
73,OZK,Bank OZK - Common Stock,,52.009998,,53.099998,-0.02052731,50.779999,0.04568726,50.595001,0.00365645,50.680000,-0.00167717,49.965000,0.01431002,49.639999,0.00654716,49.860001,-0.00441239,52.860001,-0.05675369,52.090000,0.01478213,51.619999,0.00910502,52.110001,-0.00940322,51.810001,0.00579039,50.959999,0.01667979,50.610001,0.00691559,49.820000,0.01585711,49.259998,0.01136829,49.020000,0.00489592,50.349998,-0.02641506,51.150002,-0.01564035,52.099998,-0.01823409,51.619999,0.00929870,51.029999,0.01156183,50.709999,0.00631039,49.919998,0.01582534,49.590000,0.00665453,47.709999,0.03940476,48.549999,-0.01730175,47.669998,0.01846027,48.389999,-0.01487913
74,REG,Regency Centers,Real Estate,82.680000,,82.370003,0.00376347,80.315002,0.02558676,79.930000,0.00481674,79.599998,0.00414575,80.730003,-0.01399734,79.830002,0.01127397,80.959999,-0.01395747,79.360001,0.02016126,79.720001,-0.00451581,81.279999,-0.01919289,81.809998,-0.00647841,80.250000,0.01943923,79.860001,0.00488353,78.665001,0.01519100,77.360001,0.01686918,76.870003,0.00637437,77.360001,-0.00633400,78.889999,-0.01939407,79.269997,-0.00479372,80.279999,-0.01258099,80.680000,-0.00495787,80.110001,0.00711520,79.550003,0.00703957,77.559998,0.02565762,77.709999,-0.00193027,76.300003,0.01847963,76.019997,0.00368332,76.139999,-0.00157607,77.330002,-0.01538863
75,MTCH,"Match Group, Inc. - Common Stock",,39.150002,,40.290001,-0.02829484,38.349998,0.05058678,38.540001,-0.00493002,38.855000,-0.00810704,39.174999,-0.00816845,37.650002,0.04050457,37.900002,-0.00659631,38.235001,-0.00876158,38.040001,0.00512618,38.730000,-0.01781562,37.189999,0.04140901,34.930000,0.06470080,35.340000,-0.01160158,35.299999,0.00113317,35.259998,0.00113446,35.450001,-0.00535975,35.299999,0.00424935,36.535000,-0.03380323,35.959999,0.01599002,34.889999,0.03066781,34.560001,0.00954855,34.360001,0.00582072,34.720001,-0.01036866,34.200001,0.01520468,34.419998,-0.00639155,34.330002,0.00262150,35.325001,-0.02816699,36.759998,-0.03903692,36.130001,0.01743695
76,PFG,Principal Financial Group,Financials,113.949997,,113.129997,0.00724830,112.900002,0.00203716,113.589996,-0.00607443,112.220001,0.01220812,112.910004,-0.00611109,112.580002,0.00293127,110.870003,0.01542346,108.919998,0.01790309,107.760002,0.01076462,108.485001,-0.00668294,107.699997,0.00728880,105.410004,0.02172463,106.660004,-0.01171948,112.339996,-0.05056073,111.220001,0.01007009,109.580002,0.01496623,110.250000,-0.00607708,111.199997,-0.00854314,110.580002,0.00560676,111.139999,-0.00503866,109.705002,0.01308051,109.214996,0.00448662,106.690002,0.02366664,105.029999,0.01580504,105.239998,-0.00199543,101.180000,0.04012649,103.290001,-0.02042793,102.900002,0.00379008,103.629997,-0.00704424
77,PDD,PDD Holdings Inc. - American Depositary Shares,,84.139999,,86.680000,-0.02930320,83.889999,0.03325785,84.570000,-0.00804069,85.120003,-0.00646150,82.540001,0.03125760,83.730003,-0.01421237,82.370003,0.01651087,82.540001,-0.00205958,76.260002,0.08234984,76.540001,-0.00365820,76.599998,-0.00078325,73.300003,0.04502039,75.724998,-0.03202371,76.565002,-0.01097112,78.110001,-0.01977978,79.540001,-0.01797838,79.860001,-0.00400701,81.589996,-0.02120352,83.580002,-0.02380960,81.540001,0.02501841,81.279999,0.00319884,81.800003,-0.00635702,81.940002,-0.00170855,82.610001,-0.00811039,85.080002,-0.02903151,85.419998,-0.00398029,88.160004,-0.03107992,87.230003,0.01066148,84.470001,0.03267435
78,LPLA,LPL Financial Holdings Inc. - Common Stock,,324.899994,,330.779999,-0.01777618,321.260010,0.02963328,320.890015,0.00115303,316.989990,0.01230331,307.399994,0.03119712,304.690002,0.00889426,295.279999,0.03186807,293.250000,0.00692242,281.769989,0.04074249,269.299988,0.04630524,268.750000,0.00204647,277.260010,-0.03069325,282.109985,-0.01719179,295.109985,-0.04405137,297.769989,-0.00893308,293.940002,0.01302983,304.515015,-0.03472739,303.380005,0.00374122,295.320007,0.02729242,295.579987,-0.00087956,285.304993,0.03601407,289.119995,-0.01319522,288.290009,0.00287900,283.630005,0.01642987,288.489990,-0.01684629,282.880005,0.01983168,272.529999,0.03797749,275.149994,-0.00952206,273.769989,0.00504075
79,DAVE,DAVE INC CLASS A,Financials,440.420013,,442.779999,-0.00532993,416.359985,0.06345474,388.769989,0.07096740,400.769989,-0.02994236,382.790009,0.04697087,395.670013,-0.03255239,387.329987,0.02153209,382.670013,0.01217753,372.320007,0.02779868,371.600006,0.00193757,348.920013,0.06500055,322.234985,0.08281232,322.804993,-0.00176580,318.260010,0.01428072,310.220001,0.02591712,314.404999,-0.01331085,285.440002,0.10147490,298.420013,-0.04349578,308.820007,-0.03367656,286.750000,0.07696602,285.700012,0.00367514,270.149994,0.05756068,278.859985,-0.03123428,269.809998,0.03354207,257.869995,0.04630241,249.494995,0.03356781,267.459991,-0.06716891,283.299988,-0.05591245,282.399994,0.00318695
80,FRPT,"Freshpet, Inc. - Common Stock",,56.639999,,56.959999,-0.00561798,54.270000,0.04956696,55.939999,-0.02985340,53.630001,0.04307287,54.535000,-0.01659483,54.160000,0.00692393,56.349998,-0.03886421,56.020000,0.00589072,59.119999,-0.05243571,60.580002,-0.02410041,57.450001,0.05448217,53.369999,0.07644748,52.750000,0.01175354,53.389999,-0.01198725,50.950001,0.04789005,54.970001,-0.07313080,55.665001,-0.01248540,57.064999,-0.02453339,54.490002,0.04725632,52.689999,0.03416214,52.320000,0.00707185,50.560001,0.03481011,51.139999,-0.01134138,51.439999,-0.00583204,49.759998,0.03376208,50.000000,-0.00480004,49.869999,0.00260680,49.480000,0.00788195,51.599998,-0.04108523
81,XP,XP Inc. - Class A Common Stock,,16.670000,,16.684999,-0.00089895,16.875000,-0.01125932,16.360001,0.03147915,16.910000,-0.03252507,15.960000,0.05952381,16.395000,-0.02653248,16.160000,0.01454208,16.190001,-0.00185306,16.264999,-0.00461101,16.315001,-0.00306479,16.139999,0.01084275,15.780000,0.02281362,15.565000,0.01381304,15.710000,-0.00922979,16.000000,-0.01812500,15.290000,0.04643558,15.410000,-0.00778715,15.680000,-0.01721939,15.815000,-0.00853620,16.035000,-0.01371999,15.660000,0.02394636,14.940000,0.04819277,15.640000,-0.04475703,15.270000,0.02423052,15.330000,-0.00391389,15.610000,-0.01793722,16.190001,-0.03582464,16.610001,-0.02528597,16.660000,-0.00300114
82,FANG,Diamondback Energy,Energy,195.539993,,190.139999,0.02840009,190.669998,-0.00277967,191.595001,-0.00482791,183.399994,0.04468379,180.580002,0.01561630,173.820007,0.03889078,171.960007,0.01081647,172.029999,-0.00040686,175.750000,-0.02116644,180.500000,-0.02631579,179.740005,0.00422830,182.470001,-0.01496134,183.490005,-0.00555891,187.869995,-0.02331394,187.809998,0.00031946,183.520004,0.02337617,185.509995,-0.01072714,188.110001,-0.01382173,189.970001,-0.00979102,192.070007,-0.01093354,191.600006,0.00245303,196.470001,-0.02478747,194.220001,0.01158480,198.279999,-0.02047608,192.600006,0.02949114,210.535004,-0.08518772,202.419998,0.04008994,199.089996,0.01672611,191.470001,0.03979733
83,SAIL,"SailPoint, Inc. - Common Stock",,15.680000,,15.860000,-0.01134931,15.195400,0.04373692,13.995000,0.08577349,13.720000,0.02004373,16.190001,-0.15256336,15.830000,0.02274169,15.270000,0.03667322,15.310000,-0.00261267,14.635000,0.04612231,13.710000,0.06746900,13.150000,0.04258555,12.685000,0.03665747,12.590000,0.00754567,12.860000,-0.02099533,12.640000,0.01740506,13.315000,-0.05069471,13.205000,0.00833018,14.075000,-0.06181172,14.200000,-0.00880282,14.630000,-0.02939166,14.435000,0.01350883,14.710000,-0.01869477,15.660000,-0.06066411,17.680000,-0.11425339,18.240000,-0.03070175,18.375000,-0.00734694,19.830000,-0.07337368,19.260000,0.02959502,18.830999,0.02278164
84,DPZ,Domino's,Consumer Discretionary,322.179993,,329.649994,-0.02266040,309.920013,0.06366153,309.920013,0.00000000,299.339996,0.03534448,313.190002,-0.04422238,305.920013,0.02376435,311.570007,-0.01813395,304.179993,0.02429487,295.964996,0.02775665,294.070007,0.00644401,298.429993,-0.01460974,285.309998,0.04598505,287.750000,-0.00847959,282.869995,0.01725176,295.010010,-0.04115120,312.420013,-0.05572627,314.269989,-0.00588658,320.570007,-0.01965255,316.519989,0.01279546,323.910004,-0.02281503,312.200012,0.03750798,314.750000,-0.00810163,317.640015,-0.00909840,313.600006,0.01288268,314.049988,-0.00143284,306.760010,0.02376443,307.459991,-0.00227666,313.725006,-0.01996977,310.589996,0.01009372
85,TMUS,T-Mobile US,Communication Services,192.429993,,192.949997,-0.00269502,187.130005,0.03110133,188.649994,-0.00805719,187.595001,0.00562378,184.720001,0.01556410,181.809998,0.01600574,177.460007,0.02451251,173.100006,0.02518776,167.649994,0.03250827,173.979996,-0.03638350,182.740005,-0.04793701,181.539993,0.00661018,180.789993,0.00414846,184.559998,-0.02042699,180.050003,0.02504857,181.630005,-0.00869901,181.100006,0.00292655,184.369995,-0.01773602,188.860001,-0.02377426,189.190002,-0.00174428,185.759995,0.01846472,185.410004,0.00188766,179.380005,0.03361578,178.369995,0.00566244,178.119995,0.00140355,181.460007,-0.01840633,188.759995,-0.03867339,186.759995,0.01070893,187.389999,-0.00336199
86,TXG,10X GENOMICS INC CLASS A,Health Care,43.740002,,44.500000,-0.01707861,45.810001,-0.02859640,41.770000,0.09672016,42.750000,-0.02292398,37.840000,0.12975687,40.000000,-0.05400000,39.020000,0.02511533,39.049999,-0.00076822,38.349998,0.01825296,37.139999,0.03257940,36.730000,0.01116251,35.720001,0.02827545,34.610001,0.03207165,31.870001,0.08597427,32.930000,-0.03218946,34.759998,-0.05264667,32.130001,0.08185487,31.760000,0.01164991,32.230000,-0.01458269,28.830000,0.11793271,29.049999,-0.00757312,29.065001,-0.00051615,30.600000,-0.05016337,29.160000,0.04938272,31.010000,-0.05965817,32.180000,-0.03635799,30.705000,0.04803778,29.590000,0.03768165,28.309999,0.04521374
87,VEEE,Twin Vee PowerCats Co. - Common Stock,,38.700001,,35.950001,0.07649513,38.939999,-0.07678475,24.850100,0.56699567,4.810000,4.16634096,5.880000,-0.18197279,5.130000,0.14619883,5.150000,-0.00388350,5.710000,-0.09807356,5.189900,0.10021388,,,4.840000,,4.670000,0.03640257,5.025000,-0.07064677,,,5.600000,,5.720000,-0.02097902,5.625000,0.01688889,5.666100,-0.00725367,,,5.600000,,6.470000,-0.13446677,6.750000,-0.04148148,5.980000,0.12876254,6.110000,-0.02127660,5.879900,0.03913332,6.400000,-0.08126563,7.090000,-0.09732017,,,7.180000,
88,SNY,Sanofi - American Depositary Shares,,44.660000,,44.189999,0.01063591,43.174999,0.02350898,44.000000,-0.01875002,43.505001,0.01137798,42.985001,0.01209724,42.610001,0.00880075,43.180000,-0.01320053,41.650002,0.03673464,42.650002,-0.02344666,43.419998,-0.01773367,42.970001,0.01047235,41.799999,0.02799048,41.334999,0.01124955,41.630001,-0.00708628,41.794998,-0.00394777,42.365002,-0.01345460,42.509998,-0.00341087,44.055000,-0.03506984,43.805000,0.00570711,44.259998,-0.01028012,44.119999,0.00317314,43.570000,0.01262334,44.705002,-0.02538870,43.875000,0.01891742,45.020000,-0.02543314,42.369999,0.06254428,42.799999,-0.01004673,42.990002,-0.00441970,43.689999,-0.01602190
89,TPG,TPG Inc. - Class A Common Stock,,43.740002,,44.180000,-0.00995921,43.139999,0.02410758,42.490002,0.01529765,42.660000,-0.00398495,42.430000,0.00542069,42.599998,-0.00399056,41.445000,0.02786821,40.494999,0.02345971,40.549999,-0.00135635,39.080002,0.03761507,39.654999,-0.01449999,40.040001,-0.00961543,38.740002,0.03355702,39.570000,-0.02097544,41.189999,-0.03932991,42.040001,-0.02021889,42.570000,-0.01245006,44.660000,-0.04679803,43.500000,0.02666667,42.994999,0.01174558,42.720001,0.00643722,41.764999,0.02286608,43.160000,-0.03232162,41.180000,0.04808159,41.174999,0.00012146,40.639999,0.01316437,42.369999,-0.04083078,43.279999,-0.02102588,42.570000,0.01667839
90,SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",,69.559998,,70.570000,-0.01431206,66.790001,0.05659528,68.120003,-0.01952440,66.625000,0.02243907,66.309998,0.00475045,65.319000,0.01517167,65.510002,-0.00291562,63.910000,0.02503524,62.049999,0.02997584,62.924999,-0.01390544,63.660000,-0.01154573,63.029999,0.00999526,65.949997,-0.04427594,66.169998,-0.00332478,65.129997,0.01596808,65.419998,-0.00443291,66.370003,-0.01431377,68.180000,-0.02654733,67.430000,0.01112265,67.690002,-0.00384107,67.750000,-0.00088558,68.220001,-0.00688949,68.695000,-0.00691461,68.209999,0.00711041,69.910004,-0.02431705,67.970001,0.02854205,68.239998,-0.00395658,69.080002,-0.01215987,67.519997,0.02310434
91,CAKE,CHEESECAKE FACTORY INC,Consumer Discretionary,85.769997,,83.360001,0.02891070,80.459999,0.03604278,81.989998,-0.01866080,82.750000,-0.00918431,77.750000,0.06430868,76.889999,0.01118482,79.184998,-0.02898275,79.650002,-0.00583809,79.610001,0.00050246,79.355003,0.00321338,80.370003,-0.01262909,79.040001,0.01682695,78.150002,0.01138834,77.040001,0.01440811,76.919998,0.00156010,77.139999,-0.00285197,75.519997,0.02145130,73.279999,0.03056766,73.779999,-0.00677690,75.279999,-0.01992561,74.949997,0.00440296,70.650002,0.06086334,67.959999,0.03958215,67.230003,0.01085819,66.099998,0.01709539,64.820000,0.01974696,64.510002,0.00480543,65.830002,-0.02005165,66.059998,-0.00348162
92,AMZN,Amazon,Consumer Discretionary,247.229996,,249.899994,-0.01068427,247.500000,0.00969695,247.369995,0.00052555,245.309998,0.00839753,245.949997,-0.00260215,244.229996,0.00704255,242.279999,0.00804853,241.669998,0.00252411,238.250000,0.01435466,240.119995,-0.00778775,230.550003,0.04150940,227.130005,0.01505745,234.350006,-0.03080862,234.100006,0.00106792,232.789993,0.00562745,244.352493,-0.04731894,237.440002,0.02911258,246.070007,-0.03507134,246.100006,-0.00012190,238.529999,0.03173608,241.289993,-0.01143849,237.945007,0.01405781,244.039993,-0.02497536,245.210007,-0.00477148,245.970001,-0.00308978,249.970001,-0.01600192,256.500000,-0.02545809,261.239990,-0.01814420,270.649994,-0.03476817
93,EWBC,"East West Bancorp, Inc. - Common Stock",,134.520004,,136.199997,-0.01233475,131.160004,0.03842629,131.380005,-0.00167454,131.470001,-0.00068454,130.490005,0.00751012,131.660004,-0.00888652,129.270004,0.01848843,130.727997,-0.01115287,129.100006,0.01261031,128.990005,0.00085279,129.500000,-0.00393819,130.289993,-0.00606334,130.679993,-0.00298439,130.839996,-0.00122289,129.089996,0.01355643,126.839996,0.01773888,127.300003,-0.00361357,130.589996,-0.02519330,131.360001,-0.00586179,132.630005,-0.00957554,130.190002,0.01874186,128.089996,0.01639477,128.660004,-0.00443034,126.230003,0.01925058,125.910004,0.00254149,121.160004,0.03920436,121.930000,-0.00631507,120.720001,0.01002319,122.559998,-0.01501303
94,BLLN,"BillionToOne, Inc. - Class A common stock",,130.309998,,128.399994,0.01487542,124.864998,0.02831054,123.220001,0.01335008,126.860001,-0.02869305,117.849998,0.07645315,123.209999,-0.04350297,120.220001,0.02487105,122.120003,-0.01555848,119.949997,0.01809092,120.330002,-0.00315802,118.080002,0.01905488,112.440002,0.05016008,107.625000,0.04473869,103.790001,0.03694960,100.660004,0.03109474,105.089996,-0.04215427,99.300003,0.05830808,100.669998,-0.01360877,103.745003,-0.02964003,101.029999,0.02687325,99.489998,0.01547895,99.019997,0.00474653,102.300003,-0.03206262,94.320000,0.08460563,97.250000,-0.03012853,98.169998,-0.00937148,94.010002,0.04425057,91.029999,0.03273649,98.900002,-0.07957536
95,OKTA,"Okta, Inc. - Class A Common Stock",,149.350006,,147.710007,0.01110283,154.619995,-0.04469013,139.539993,0.10806939,138.630005,0.00656415,148.410004,-0.06589852,148.649994,-0.00161446,141.429993,0.05105000,140.500000,0.00661917,136.410004,0.02998311,131.289993,0.03899772,124.285004,0.05636230,119.239998,0.04230968,118.570000,0.00565065,118.169998,0.00338497,115.970001,0.01897040,117.800003,-0.01553482,113.029999,0.04220122,116.279999,-0.02794978,118.120003,-0.01557741,116.320000,0.01547458,117.500000,-0.01004255,114.959999,0.02209465,119.919998,-0.04136090,116.949997,0.02539548,118.690002,-0.01466008,124.670097,-0.04796736,135.289993,-0.07849728,139.679993,-0.03142898,123.169998,0.13404234
96,ACHC,ACADIA HEALTHCARE COMPANY INC,Health Care,34.500000,,33.639999,0.02556483,31.610001,0.06422012,30.555000,0.03452793,31.275000,-0.02302158,31.910000,-0.01989972,31.080000,0.02670528,31.920000,-0.02631579,31.250000,0.02144000,29.520000,0.05860434,27.700001,0.06570393,27.360001,0.01242690,26.209999,0.04387646,24.980000,0.04923935,24.540001,0.01792987,25.209999,-0.02657668,24.889999,0.01285657,23.485001,0.05982533,24.990000,-0.06022405,24.980000,0.00040032,24.600000,0.01544715,24.875000,-0.01105528,23.920000,0.03992475,25.490000,-0.06159278,25.315001,0.00691286,24.480000,0.03410952,25.719999,-0.04821147,24.448999,0.05198577,23.309999,0.04886315,23.209999,0.00430849
97,EXLS,"ExlService Holdings, Inc. - Common Stock",,28.160000,,28.690001,-0.01847337,27.325001,0.04995425,28.485001,-0.04072319,27.290001,0.04378893,27.840000,-0.01975571,27.139999,0.02579223,27.025000,0.00425528,26.790001,0.00877189,25.860001,0.03596288,25.570000,0.01134145,26.010000,-0.01691657,25.230000,0.03091558,26.350000,-0.04250474,26.170000,0.00687810,25.600000,0.02226562,25.940001,-0.01310721,27.870001,-0.06925009,28.799999,-0.03229160,28.405001,0.01390593,28.834999,-0.01491236,28.580000,0.00892229,29.020000,-0.01516196,29.700001,-0.02289566,29.480000,0.00746272,29.670000,-0.00640377,29.440001,0.00781247,29.680000,-0.00808622,30.580000,-0.02943100,29.020000,0.05375603
98,RLAY,RELAY THERAPEUTICS INC,Health Care,19.910000,,19.410000,0.02575992,19.090000,0.01676270,18.730000,0.01922050,20.010000,-0.06396802,19.730000,0.01419159,18.910000,0.04336330,18.650000,0.01394102,17.770000,0.04952167,18.719999,-0.05074781,19.750000,-0.05215195,18.540001,0.06526424,17.840000,0.03923772,18.000000,-0.00888889,17.430000,0.03270224,17.280001,0.00868050,15.880000,0.08816127,15.540000,0.02187902,15.060000,0.03187251,14.980000,0.00534045,14.800000,0.01216216,14.220000,0.04078762,13.480000,0.05489614,14.070000,-0.04193319,13.650000,0.03076923,13.520000,0.00961538,15.295000,-0.11605100,15.695000,-0.02548582,14.270000,0.09985985,14.040000,0.01638177
99,XENE,XENON PHARMACEUTICALS INC,Health Care,68.260002,,66.980003,0.01911017,67.309998,-0.00490261,67.750000,-0.00649449,68.940002,-0.01726142,63.330002,0.08858361,60.540001,0.04608525,60.970001,-0.00705265,60.299999,0.01111114,60.349998,-0.00082848,60.130001,0.00365869,59.740002,0.00652827,56.750000,0.05268726,55.599998,0.02068349,54.599998,0.01831502,54.790001,-0.00346784,52.880001,0.03611952,53.200001,-0.00601504,52.020000,0.02268360,52.400002,-0.00725195,52.049999,0.00672436,52.180000,-0.00249140,51.360001,0.01596571,52.779999,-0.02690409,51.189999,0.03106075,51.685001,-0.00957729,53.445000,-0.03293103,52.290001,0.02208833,53.400002,-0.02078653,54.720001,-0.02412279
100,CGON,CG ONCOLOGY INC,Health Care,71.849998,,69.559998,0.03292122,71.830002,-0.03160245,72.550003,-0.00992420,75.250000,-0.03588036,69.080002,0.08931670,69.269997,-0.00274282,70.309998,-0.01479165,70.870003,-0.00790186,71.050003,-0.00253343,73.870003,-0.03817517,71.779999,0.02911680,72.849998,-0.01468770,68.739998,0.05979052,65.775002,0.04507785,66.264999,-0.00739451,61.020000,0.08595541,60.419998,0.00993052,60.240002,0.00298798,59.580002,0.01107754,59.599998,-0.00033550,57.660000,0.03364547,54.959999,0.04912666,56.619999,-0.02931826,54.410000,0.04061752,53.680000,0.01359911,54.380001,-0.01287240,55.500000,-0.02018016,59.310001,-0.06423876,62.279999,-0.04768783
101,ODFL,Old Dominion,Industrials,233.839996,,237.220001,-0.01424840,228.750000,0.03702733,232.899994,-0.01781878,227.669998,0.02297183,215.479996,0.05657139,216.429993,-0.00438940,217.600006,-0.00537690,218.039993,-0.00201792,216.550003,0.00688058,219.619995,-0.01397865,218.779999,0.00383946,220.220001,-0.00653892,219.160004,0.00483664,217.500000,0.00763220,219.440002,-0.00884069,220.970001,-0.00692401,218.270004,0.01236999,231.619995,-0.05763747,237.300003,-0.02393598,245.830002,-0.03469877,247.729996,-0.00766962,235.619995,0.05139632,248.729996,-0.05270776,247.000000,0.00700403,242.610001,0.01809488,236.059998,0.02774720,229.059998,0.03055968,228.479996,0.00253852,225.190002,0.01460986
102,PLTR,Palantir Technologies,Information Technology,132.380005,,134.449997,-0.01539600,133.740005,0.00530875,130.050003,0.02837372,126.779999,0.02579274,134.369995,-0.05648580,132.535004,0.01384533,129.149994,0.02620991,125.690002,0.02752798,116.629997,0.07768160,115.669998,0.00829946,112.830002,0.02517057,107.309998,0.05143979,113.449997,-0.05412075,116.684998,-0.02772422,119.480103,-0.02339390,128.490005,-0.07012142,130.660004,-0.01660798,133.240005,-0.01936356,134.699997,-0.01083884,127.980003,0.05250816,131.020004,-0.02320257,130.229996,0.00606625,132.070007,-0.01393209,136.470001,-0.03224147,135.550003,0.00678715,142.225006,-0.04693270,152.169998,-0.06535449,160.639999,-0.05272660,156.589996,0.02586374
103,CASY,Casey's,Consumer Staples,859.119995,,827.210022,0.03857542,847.583374,-0.02403699,859.109985,-0.01341692,820.309998,0.04729918,802.710022,0.02192570,806.909973,-0.00520498,797.760010,0.01146957,784.039978,0.01749915,794.849976,-0.01360005,779.864990,0.01921485,778.919983,0.00121323,784.729980,-0.00740382,801.255005,-0.02062393,831.880005,-0.03681420,831.429993,0.00054125,841.719971,-0.01222494,850.859985,-0.01074209,864.299988,-0.01555016,872.590027,-0.00950050,895.020020,-0.02506088,916.869995,-0.02383105,915.109985,0.00192328,762.989990,0.19937351,751.690002,0.01503278,761.719971,-0.01316753,774.085022,-0.01597376,754.075012,0.02653583,745.599976,0.01136673,767.419983,-0.02843294
